id,recipe_id,ingredient_name,Quantity,Comment,Wrong_Name,Column1,_1,_2,_3,_4,_5
44675,3437,chicken breasts,4,each cut into three long strips,FALSO,,,,,,
44676,3437,peppercorns,1 tsp crushed black,,FALSO,,,,,,
44677,3437,cayenne pepper,pinch of,,FALSO,,,,,,
44678,3437,cinnamon,1 tsp ground,,FALSO,,,,,,
44679,3437,ground ginger,1 tsp,,FALSO,,,,,,
44680,3437,chilli,1 tsp,,FALSO,,,,,,
44681,3437,turmeric,1 tsp,,FALSO,,,,,,
44682,3437,coriander seeds,1 tsp,,FALSO,,,,,,
44683,3437,cumin,1 tsp ground,,FALSO,,,,,,
44684,3437,lime,1,juice only,FALSO,,,,,,
44685,3437,olive oil,2 tbsp,,FALSO,,,,,,
44686,3437,lemon,1, grass stalk,FALSO,,,,,,
44687,3437,ginger,2.5cm/1in fresh,chopped,FALSO,,,,,,
44688,3437,garlic,2 large," cloves, crushed",FALSO,,,,,,
44689,3437,shallots,2,finely chopped,FALSO,,,,,,
44690,3437,red chillies,2 ,chopped,VERDADEIRO,,,,,,
44691,3437,garam masala,1 tsp,,FALSO,,,,,,
44692,3437,turmeric,1 tsp ground,,FALSO,,,,,,
44693,3437,coconut milk,400ml/14fl oz,,FALSO,,,,,,
44694,3437,chopped tomatoes,1 tin of,,FALSO,,,,,,
44695,3437,coriander,1 tbsp of, leaves,FALSO,,,,,,
44696,3437,papaya,1,peeled and sliced lengthways,FALSO,,,,,,
44697,3437,red onion,1,peeled and sliced,FALSO,,,,,,
44698,3437,lime,1,juice only,FALSO,,,,,,
44699,3437,olive oil,,,FALSO,,,,,,
44700,3437,chilli sauce,dash of sweet,.,FALSO,,,,,,
44701,3437,rice,, to serve,FALSO,,,,,,
44702,3438,olive oil,50ml/2fl oz,,FALSO,,,,,,
44703,3438,onion,1,chopped,FALSO,,,,,,
44704,3438,garlic,2," cloves, crushed",FALSO,,,,,,
44705,3438,lamb mince,500g/1lb 2oz,,FALSO,,,,,,
44706,3438,curry powder,1 tbsp hot,,FALSO,,,,,,
44707,3438,lemon,1,juice and zest only,FALSO,,,,,,
44708,3438,mango chutney,2 tbsp,,FALSO,,,,,,
44709,3438,sultanas,75g/2�oz,,FALSO,,,,,,
44710,3438,almonds,75g/2�oz toasted,,FALSO,,,,,,
44711,3438,white bread,1 slice,soaked in milk for 1 minute then squeezed dry,FALSO,,,,,,
44712,3438,salt,,,VERDADEIRO,,,,,,
44713,3438,bay leaves,4 ,,VERDADEIRO,,,,,,
44714,3438,eggs,3 free-range,,FALSO,,,,,,
44715,3438,milk,150ml/5fl oz,,FALSO,,,,,,
44716,3438,rice,,cooked according to packet instructions,FALSO,,,,,,
44717,3438,chutneys,, of your choice,FALSO,,,,,,
44718,3438,yoghurt,,,FALSO,,,,,,
44719,3439,double cream,300ml/� pint,,FALSO,,,,,,
44720,3439,milk,300ml/� pint,,FALSO,,,,,,
44721,3439,vanilla pod,1, (soft and fresh),FALSO,,,,,,
44722,3439,egg yolks,3 free-range,,FALSO,,,,,,
44723,3439,caster sugar,100g/3�oz,,FALSO,,,,,,
44724,3439,egg whites,3 free-range,,FALSO,,,,,,
44725,3439,caster sugar,175g/6oz,,FALSO,,,,,,
44726,3439,cherry,2-3 tbsp, jam,FALSO,,,,,,
44727,3439,sponge cake,20cm/8in circle ready-made, about 2.5cm/1in thick,FALSO,,,,,,
44728,3440,olive oil,2 tbsp,,FALSO,,,,,,
44729,3440,onions,2,thinly sliced,FALSO,,,,,,
44730,3440,garlic,2," cloves, crushed",FALSO,,,,,,
44731,3440,smoked paprika,1 tsp hot,,FALSO,,,,,,
44732,3440,cumin,1 tsp ground,,FALSO,,,,,,
44733,3440,coriander,1 tsp ground,,FALSO,,,,,,
44734,3440,cinnamon,� tsp ground,,FALSO,,,,,,
44735,3440,vegetable stock,150ml/5fl oz hot, (made with 1 stock cube),FALSO,,,,,,
44736,3440,chopped tomatoes,2 x 400g/14oz cans,,FALSO,,,,,,
44737,3440,kidney beans,2 x 400g/14oz cans black beans or red," (or a mixture), rinsed and drained",FALSO,,,,,,
44738,3440,oregano,1 tsp dried,,FALSO,,,,,,
44739,3440,salt,,,VERDADEIRO,,,,,,
44740,3441,flaxseed,3 tbsp ground,,FALSO,,,,,,
44741,3441,dark chocolate,200g/7oz vegan,chopped,FALSO,,,,,,
44742,3441,margarine,175g/6oz dairy-free,,FALSO,,,,,,
44743,3441,caster sugar,125g/4�oz,,FALSO,,,,,,
44744,3441,light muscovado sugar,125g/4�oz,,VERDADEIRO,,,,,,
44745,3441,maple syrup,2 tbsp, or barley malt extract,FALSO,,,,,,
44746,3441,vanilla extract,1 tsp,,FALSO,,,,,,
44747,3441,plain flour,150g/5�oz,,FALSO,,,,,,
44748,3441,baking powder,� tsp,,FALSO,,,,,,
44749,3441,pinch salt,,,FALSO,,,,,,
44750,3441,soya milk,2 tbsp,,FALSO,,,,,,
44751,3441,chocolate,100g/3�oz vegan, chips (optional),FALSO,,,,,,
44752,3442,egg yolks,2 large free-range,,FALSO,,,,,,
44753,3442,butter,150g/5�oz cold,cut into cubes,FALSO,,,,,,
44754,3442,lemon,�,juice only,FALSO,,,,,,
44755,3442,chives,2 tbsp chopped,,FALSO,,,,,,
44756,3442,sea salt,,,FALSO,,,,,,
44757,3442,plain flour,250g/9oz,,FALSO,,,,,,
44758,3442,baking powder,1 tsp,,FALSO,,,,,,
44759,3442,salt,1 tsp,,FALSO,,,,,,
44760,3442,caster sugar,1 tbsp,,FALSO,,,,,,
44761,3442,eggs,3 free-range,,FALSO,,,,,,
44762,3442,milk,425ml/15fl oz whole,,FALSO,,,,,,
44763,3442,butter,115g/4oz unsalted,,FALSO,,,,,,
44764,3442,ham,6 slices,shredded,FALSO,,,,,,
44765,3442,Cheddar,100g/3�oz,grated,FALSO,,,,,,
44766,3442,eggs,4 fresh large free-range,,FALSO,,,,,,
44767,3442,white wine vinegar,1 tsp,,FALSO,,,,,,
44768,3442,sea salt,,,FALSO,,,,,,
44769,3442,butter,75g/2�oz unsalted,,FALSO,,,,,,
44770,3442,spinach,4 handfuls fresh,,FALSO,,,,,,
44771,3443,self-raising flour,125g/4�oz,,FALSO,,,,,,
44772,3443,caster sugar,2 tbsp,,FALSO,,,,,,
44773,3443,baking powder,1 tsp,,FALSO,,,,,,
44774,3443,sea salt,good pinch,,FALSO,,,,,,
44775,3443,almond milk,150ml/5fl oz soya milk or,,FALSO,,,,,,
44776,3443,vanilla extract,� tsp,,FALSO,,,,,,
44777,3443,sunflower oil,4 tsp,for frying,FALSO,,,,,,
44778,3444,butter,225g/8oz,,FALSO,,,,,,
44779,3444,caster sugar,450g/1lb,,FALSO,,,,,,
44780,3444,dark chocolate,140g/5oz,broken into pieces,FALSO,,,,,,
44781,3444,eggs,5 free-range medium,,FALSO,,,,,,
44782,3444,plain flour,110g/4oz,,FALSO,,,,,,
44783,3444,cocoa powder,55g/2oz,,FALSO,,,,,,
44784,3445,flour,450g/1lb self-raising,,FALSO,,,,,,
44785,3445,baking powder,1 tsp,,FALSO,,,,,,
44786,3445,cinnamon,� tsp ground, (optional),FALSO,,,,,,
44787,3445,buttermilk,600ml/20fl oz,,FALSO,,,,,,
44788,3445,eggs,3 large free-range,separated,FALSO,,,,,,
44789,3445,butter,50g/1�oz,"melted, plus a small knob for frying",FALSO,,,,,,
44790,3445,vanilla extract,1 tsp,or seeds scraped from 1 vanilla pod,FALSO,,,,,,
44791,3445,blueberries,300g/10�oz,plus extra to serve,FALSO,,,,,,
44792,3445,butter,150g/5�oz,softened,FALSO,,,,,,
44793,3445,cinnamon,pinch of ground,,FALSO,,,,,,
44794,3445,salt,small pinch,,FALSO,,,,,,
44795,3445,maple syrup,4 tbsp,,FALSO,,,,,,
44796,3446,sunflower oil,150ml/� pint,,FALSO,,,,,,
44797,3446,brown sugar,100g/4oz soft light,,FALSO,,,,,,
44798,3446,eggs,2,lightly beaten,FALSO,,,,,,
44799,3446,golden syrup,75g/3oz,,FALSO,,,,,,
44800,3446,self-raising flour,175g/6oz wholemeal,,FALSO,,,,,,
44801,3446,cinnamon,1 level tsp ground,,FALSO,,,,,,
44802,3446,allspice,� tsp ground,,FALSO,,,,,,
44803,3446,ground ginger,� tsp,,FALSO,,,,,,
44804,3446,bicarbonate of soda,1 tsp,,FALSO,,,,,,
44805,3446,carrots,200g/7oz finely grated,,FALSO,,,,,,
44806,3446,sultanas,75g/3oz,,FALSO,,,,,,
44807,3446,coconut,25g/1oz desiccated,,FALSO,,,,,,
44808,3446,marmalade,2 tsp fine-cut orange,,FALSO,,,,,,
44809,3446,cream cheese,150g/5oz,,FALSO,,,,,,
44810,3446,coconut cream,50ml/2fl oz,,FALSO,,,,,,
44811,3446,icing sugar,40g/1�oz,,FALSO,,,,,,
44812,3446,cinnamon,freshly grated or ground nutmeg or ground,to finish,FALSO,,,,,,
44813,3447,digestive biscuits,200g/7oz,,FALSO,,,,,,
44814,3447,butter,75g/2� oz unsalted,,FALSO,,,,,,
44815,3447,cream cheese,400g/14oz full-fat,at room temperature,FALSO,,,,,,
44816,3447,mascarpone,300g/10� oz,at room temperature,FALSO,,,,,,
44817,3447,icing sugar,200g/7oz,sifted,FALSO,,,,,,
44818,3447,vanilla extract,1 tsp,,FALSO,,,,,,
44819,3447,malted milk balls (optional,100g/3�oz,00g/3�oz malted milk balls (optional),VERDADEIRO,,,,,,
44820,3448,pork shoulder,1kg/2lb 4oz boneless,,FALSO,,,,,,
44821,3448,bread rolls,4 floury,to serve,FALSO,,,,,,
44822,3448,onion,1 large,finely chopped,FALSO,,,,,,
44823,3448,garlic,8," cloves, roughly chopped",FALSO,,,,,,
44824,3448,Tabasco,1� tsp,,FALSO,,,,,,
44825,3448,coriander seeds,� tsp,,FALSO,,,,,,
44826,3448,English mustard,2 tbsp, powder,FALSO,,,,,,
44827,3448,paprika,2 tsp,,FALSO,,,,,,
44828,3448,ketchup,6 tbsp tomato,,FALSO,,,,,,
44829,3448,Worcestershire sauce,1 tbsp,,FALSO,,,,,,
44830,3448,treacle,2 tbsp,,VERDADEIRO,,,,,,
44831,3448,brown sugar,75g/2�oz dark,,FALSO,,,,,,
44832,3448,sea salt,,,FALSO,,,,,,
44833,3448,sweet potatoes,3,cut into thin chips,FALSO,,,,,,
44834,3448,vegetable oil,1 tbsp,,FALSO,,,,,,
44835,3448,seasoning,2 tsp Cajun,,FALSO,,,,,,
44836,3448,thyme,few fresh, sprigs,FALSO,,,,,,
44837,3448,buttermilk,3 tbsp, (or plain yoghurt),FALSO,,,,,,
44838,3448,mayonnaise,3 tbsp,,FALSO,,,,,,
44839,3448,vinegar,1 tbsp apple cider,,FALSO,,,,,,
44840,3448,garlic,1," clove, finely chopped",FALSO,,,,,,
44841,3448,carrots,3,peeled and grated,FALSO,,,,,,
44842,3448,white cabbage,� head,finely shredded,FALSO,,,,,,
44843,3448,red cabbage,� head,finely shredded,FALSO,,,,,,
44844,3448,spring onions,6,thinly sliced,FALSO,,,,,,
44845,3448,salt,,,VERDADEIRO,,,,,,
44846,3449,plain flour,125g/4�oz,,FALSO,,,,,,
44847,3449,caster sugar,20g/�oz,,FALSO,,,,,,
44848,3449,baking powder,1 tsp,,FALSO,,,,,,
44849,3449,cinnamon,� tsp ground,,FALSO,,,,,,
44850,3449,salt,good pinch,,FALSO,,,,,,
44851,3449,egg yolk,1 free-range,,FALSO,,,,,,
44852,3449,sunflower oil,2 tbsp,plus 1 litre/1� pint,FALSO,,,,,,
44853,3449,caster sugar,4 tbsp,,FALSO,,,,,,
44854,3449,cinnamon,� tsp ground,,FALSO,,,,,,
44855,3449,lemon curd,2 tbsp,,FALSO,,,,,,
44856,3449,double cream,100ml/3�fl oz,,FALSO,,,,,,
44857,3450,yeast,1 tbsp,,FALSO,,,,,,
44858,3450,caster sugar,4 tbsp,,FALSO,,,,,,
44859,3450,milk,150ml/5�fl oz,warmed,FALSO,,,,,,
44860,3450,plain flour,225g/8oz,plus extra for dusting,FALSO,,,,,,
44861,3450,salt,� tsp,,FALSO,,,,,,
44862,3450,butter,50g/2oz,melted,FALSO,,,,,,
44863,3450,egg,1 free-range,beaten,FALSO,,,,,,
44864,3450,vegetable oil,300ml/10�fl oz,for deep-frying,FALSO,,,,,,
44865,3450,jam,, of your choice,FALSO,,,,,,
44866,3451,beef mince,225g�250g/8�9oz,15% fat,FALSO,,,,,,
44867,3451,salt,1 level tsp,,FALSO,,,,,,
44868,3451,black pepper,ground,,FALSO,,,,,,
44869,3451,brioche,1, burger bun (cut side toasted),FALSO,,,,,,
44870,3451,ketchup,1 tbsp tomato,,FALSO,,,,,,
44871,3451,mayonnaise,2 tbsp,,FALSO,,,,,,
44872,3451,gherkin,1,finely chopped,FALSO,,,,,,
44873,3451,red onion,� small,finely chopped,FALSO,,,,,,
44874,3451,dill,2 tbsp freshly chopped,,FALSO,,,,,,
44875,3451,bacon,2 slices smoked streaky,cooked,FALSO,,,,,,
44876,3451,cheddar,1 slice mature,,FALSO,,,,,,
44877,3451,Little Gem lettuce,,,FALSO,,,,,,
44878,3451,beef tomato,1 slice,,FALSO,,,,,,
44879,3452,plain flour,285g/10oz,,FALSO,,,,,,
44880,3452,bicarbonate of soda,1 tsp,,FALSO,,,,,,
44881,3452,salt,� tsp,,FALSO,,,,,,
44882,3452,butter,110g/4oz,plus extra for greasing,FALSO,,,,,,
44883,3452,caster sugar,225g/8oz,,FALSO,,,,,,
44884,3452,eggs,2 free-range,,FALSO,,,,,,
44885,3452,bananas,4 ripe,mashed,FALSO,,,,,,
44886,3452,buttermilk,85ml/3fl oz, (or normal milk mixed with 1� tsp lemon juice or vinegar),FALSO,,,,,,
44887,3452,vanilla extract,1 tsp,,FALSO,,,,,,
44888,3453,olive oil,1 tbsp,,FALSO,,,,,,
44889,3453,onion,1,finely chopped,FALSO,,,,,,
44890,3453,garlic,2," cloves, finely chopped",FALSO,,,,,,
44891,3453,celery,2," sticks, finely chopped",FALSO,,,,,,
44892,3453,pepper,1 red and 1 yellow,seeds removed and finely chopped,FALSO,,,,,,
44893,3453,smoked paprika,2 tsp sweet,,FALSO,,,,,,
44894,3453,cumin,� tsp ground,,FALSO,,,,,,
44895,3453,basmati rice,250g/9oz,,FALSO,,,,,,
44896,3453,chicken stock,500ml/18fl oz,,FALSO,,,,,,
44897,3453,tomatoes,3 vine,finely chopped,FALSO,,,,,,
44898,3453,prawns,400g/14oz raw tiger,,FALSO,,,,,,
44899,3453,parsley,large handful flat-leaf,finely chopped,FALSO,,,,,,
44900,3453,salt,,,VERDADEIRO,,,,,,
44901,3453,lemon,1,"cut into wedges, to serve",FALSO,,,,,,
44902,3454,eggs,3 large free-range,,FALSO,,,,,,
44903,3454,milk,5� tbsp,,FALSO,,,,,,
44904,3454,plain flour,3 tbsp,,FALSO,,,,,,
44905,3454,spinach,50g/1�oz frozen,defrosted,FALSO,,,,,,
44906,3454,butter,large knob unsalted,,FALSO,,,,,,
44907,3454,ham,40g/1�oz wafer-thin,cut into 5mm strips,FALSO,,,,,,
44908,3454,salt,,,VERDADEIRO,,,,,,
44909,3454,Parmesan,freshly grated,to serve,FALSO,,,,,,
44910,3455,digestive biscuits,200g/7oz,,FALSO,,,,,,
44911,3455,butter,100g/3�oz,melted,FALSO,,,,,,
44912,3455,blackberries,125g/4� oz,,FALSO,,,,,,
44913,3455,caster sugar,2 tsp,,FALSO,,,,,,
44914,3455,vanilla pod,1,split,FALSO,,,,,,
44915,3455,cream cheese,500g/1lb 2oz full-fat,,FALSO,,,,,,
44916,3455,eggs,3 free-range,,FALSO,,,,,,
44917,3455,lemon,�,juice only,FALSO,,,,,,
44918,3455,double cream,75ml/2�fl oz,,FALSO,,,,,,
44919,3455,plain flour,56g/2oz,,FALSO,,,,,,
44920,3455,caster sugar,196g/7oz,,FALSO,,,,,,
44921,3455,honey,35g/1oz,,FALSO,,,,,,
44922,3455,glucose,70g/2oz liquid,,FALSO,,,,,,
44923,3455,caster sugar,200g/7oz,,FALSO,,,,,,
44924,3455,bicarbonate of soda,20g/1oz,,FALSO,,,,,,
44925,3455,black pepper,freshly ground, (optional),FALSO,,,,,,
44926,3456,chicken breast,1 large,skin removed,FALSO,,,,,,
44927,3456,sourdough bread,2 large slices,,FALSO,,,,,,
44928,3456,olive oil,1 tbsp extra virgin,,FALSO,,,,,,
44929,3456,Little Gem lettuce,1 small,leaves separated,FALSO,,,,,,
44930,3456,tomatoes,2,"preferably a sweet, deep-flavoured heirloom variety, thinly sliced",FALSO,,,,,,
44931,3456,avocado,1,"peeled, stone removed, sliced",FALSO,,,,,,
44932,3456,black pepper,salt and,,FALSO,,,,,,
44933,3456,soured cream,1�  tbsp,,FALSO,,,,,,
44934,3456,mayonnaise,1� tbsp,,FALSO,,,,,,
44935,3456,Chipotles,1 tsp, en adobo sauce,FALSO,,,,,,
44936,3457,plain flour,225g/8oz,,FALSO,,,,,,
44937,3457,cocoa powder,20g/�oz,,FALSO,,,,,,
44938,3457,bicarbonate of soda,1 tsp,,FALSO,,,,,,
44939,3457,baking powder,� tsp,,FALSO,,,,,,
44940,3457,salt,pinch,,FALSO,,,,,,
44941,3457,buttermilk,175ml/6fl oz,at room temperature,FALSO,,,,,,
44942,3457,food colouring,� tsp red, paste,FALSO,,,,,,
44943,3457,butter,150g/5�oz unsalted,softened,FALSO,,,,,,
44944,3457,caster sugar,225g/8oz,,FALSO,,,,,,
44945,3457,eggs,3 free-range,,FALSO,,,,,,
44946,3457,vanilla extract,1 tsp,,FALSO,,,,,,
44947,3457,cream cheese,300g/10�oz full-fat,,FALSO,,,,,,
44948,3457,butter,75g/2�oz unsalted,softened,FALSO,,,,,,
44949,3457,maple syrup,3 tbsp clear honey or,,FALSO,,,,,,
44950,3457,vanilla bean paste,1 tsp vanilla extract or,,FALSO,,,,,,
44951,3458,cucumbers,3, (about 1kg/2lb 4oz),FALSO,,,,,,
44952,3458,onion,1 large," or 2 small, thinly sliced (approx. 200g/7oz prepared weight)",FALSO,,,,,,
44953,3458,sea salt,1 tbsp fine,,FALSO,,,,,,
44954,3458,vinegar,300ml/� pint cider,,FALSO,,,,,,
44955,3458,sugar,150g/5�oz granulated,,FALSO,,,,,,
44956,3458,turmeric,� tsp ground,,FALSO,,,,,,
44957,3458,dill,1 tsp, seeds,FALSO,,,,,,
44958,3458,celery seeds,1 tsp,,FALSO,,,,,,
44959,3458,mustard seeds,2 tsp yellow,,FALSO,,,,,,
44960,3458,chilli,pinch, flakes (optional),FALSO,,,,,,
44961,3459,black beans,400g tin,drained and rinsed (235g/8�oz drained weight),FALSO,,,,,,
44962,3459,light vegetable oil spread,80g/3oz,,VERDADEIRO,,,,,,
44963,3459,eggs,4 large free-range,,FALSO,,,,,,
44964,3459,cocoa powder,60g/2�oz good-quality,plus 1 tsp for dusting,FALSO,,,,,,
44965,3459,ground almonds,50g/1�oz,,FALSO,,,,,,
44966,3459,vanilla extract,1 tbsp,,FALSO,,,,,,
44967,3459,maple syrup,2� tbsp,,FALSO,,,,,,
44968,3459,coffee granules,1 tsp instant,,FALSO,,,,,,
44969,3459,granulated sweetener,4 tbsp,,VERDADEIRO,,,,,,
44970,3459,dark chocolate,60g/2�oz, chips,FALSO,,,,,,
44971,3460,squash,� large,cut in half and seeds removed,FALSO,,,,,,
44972,3460,olive oil,drizzle,,FALSO,,,,,,
44973,3460,seasoning,1 tsp Creole, (see tip box for a link to Shivi's recipe),FALSO,,,,,,
44974,3460,olive oil,drizzle,,FALSO,,,,,,
44975,3460,seasoning,1 tbsp Creole, (see tip box for a link to Shivi's recipe),FALSO,,,,,,
44976,3460,passata,200g/7oz tomato,,FALSO,,,,,,
44977,3460,molasses,1� tsp,,FALSO,,,,,,
44978,3460,chicken thighs,3 skinless, fillets,FALSO,,,,,,
44979,3460,coconut oil,1 tsp,,VERDADEIRO,,,,,,
44980,3460,garlic,1 large," clove, smashed",FALSO,,,,,,
44981,3460,thyme,1, sprig,FALSO,,,,,,
44982,3460,allspice,pinch,,FALSO,,,,,,
44983,3460,rice,150g/5�oz black venus,,FALSO,,,,,,
44984,3460,coconut milk,200ml tin,,FALSO,,,,,,
44985,3460,salt,,,VERDADEIRO,,,,,,
44986,3460,vegetable oil,,for deep-frying,FALSO,,,,,,
44987,3460,chickpeas,handful," from a tin, drained",FALSO,,,,,,
44988,3460,sea salt,,,FALSO,,,,,,
44989,3460,edible flowers,,,FALSO,,,,,,
44990,3461,onion,1,sliced,FALSO,,,,,,
44991,3461,pepper,1 red,deseeded and thickly sliced,FALSO,,,,,,
44992,3461,fresh coriander,small bunch,stalks finely chopped,FALSO,,,,,,
44993,3461,sunflower oil,1 tbsp,,FALSO,,,,,,
44994,3461,brisket,500g/1lb 2oz beef,trimmed of excess fat and cut into matchbox-size pieces,FALSO,,,,,,
44995,3461,salt,,,VERDADEIRO,,,,,,
44996,3461,garlic,2 fat," cloves, crushed",FALSO,,,,,,
44997,3461,cumin,1 tsp ground,,FALSO,,,,,,
44998,3461,coriander,1 tsp ground,,FALSO,,,,,,
44999,3461,chilli powder,2 tsp hot,,FALSO,,,,,,
45000,3461,oregano,1 tsp dried,,FALSO,,,,,,
45001,3461,tomato pur�e,2 tbsp,,FALSO,,,,,,
45002,3461,chopped tomatoes,400g/14oz can,,FALSO,,,,,,
45003,3461,beef stock,300ml/� pint hot,,FALSO,,,,,,
45004,3461,kidney beans,2 x 400g/14oz can red," in water, rinsed and drained",FALSO,,,,,,
45005,3461,dark chocolate,1 cube good quality,minimum 70% cocoa solids,FALSO,,,,,,
45006,3462,plain flour,370g/12�oz,plus extra for dusting,FALSO,,,,,,
45007,3462,butter,180g/6�oz salted,chopped into small pieces,FALSO,,,,,,
45008,3462,cloves,4 small,finely crushed,FALSO,,,,,,
45009,3462,star anise,pinch ground,,FALSO,,,,,,
45010,3462,chilled water,8-10 tbsp,,VERDADEIRO,,,,,,
45011,3462,butter,125g/4�oz,,FALSO,,,,,,
45012,3462,golden syrup,100g/3�oz,,FALSO,,,,,,
45013,3462,brown sugar,100g/3�oz Muscovado or soft,,FALSO,,,,,,
45014,3462,eggs,3 medium free-range,,FALSO,,,,,,
45015,3462,pecan,300g/10�oz, nut halves ,FALSO,,,,,,
45016,3462,cinnamon,� tsp ground,,FALSO,,,,,,
45017,3462,ice cream,vanilla, or fresh cream,FALSO,,,,,,
45018,3463,onion,�, finely chopped,FALSO,,,,,,
45019,3463,butter,55g/2oz,,FALSO,,,,,,
45020,3463,basmati rice,300g/10�oz ,,FALSO,,,,,,
45021,3463,curry powder,1 tsp madras,,FALSO,,,,,,
45022,3463,nutmeg,freshly grated,,FALSO,,,,,,
45023,3463,milk,200ml/7fl oz,,FALSO,,,,,,
45024,3463,double cream,110ml/4fl oz,,FALSO,,,,,,
45025,3463,smoked haddock,300g/10�oz naturally," (undyed), bones removed and flesh cut into chunks",FALSO,,,,,,
45026,3463,salt,,,VERDADEIRO,,,,,,
45027,3463,parsley,small bunch,chopped,FALSO,,,,,,
45028,3463,eggs,3 hard-boiled,shelled and halved,FALSO,,,,,,
45029,3463,salt,, (optional),VERDADEIRO,,,,,,
45030,3463,butter,knob of,,FALSO,,,,,,
45031,3463,lemon,wedges of,,FALSO,,,,,,
45032,3464,plain flour,300g/10�oz,sieved,FALSO,,,,,,
45033,3464,salt,pinch of,,FALSO,,,,,,
45034,3464,brown sugar,175g/6oz,,FALSO,,,,,,
45035,3464,butter,200g/7oz unsalted," at room temperature, cubed, plus a little for greasing",FALSO,,,,,,
45036,3464,apples,450g/1lb,"peeled, cored and cut into 1cm/�in pieces",FALSO,,,,,,
45037,3464,brown sugar,50g/2oz,,FALSO,,,,,,
45038,3464,plain flour,1 tbsp,,FALSO,,,,,,
45039,3464,cinnamon,1 pinch ground,,FALSO,,,,,,
45040,3465,double cream,600ml/21fl oz,,FALSO,,,,,,
45041,3465,caster sugar,150g/5oz,,FALSO,,,,,,
45042,3465,lemons,2 large,zest and juice only,FALSO,,,,,,
45043,3465,icing sugar,90g/3�oz,,FALSO,,,,,,
45044,3465,plain flour,185g/6�oz,,FALSO,,,,,,
45045,3465,cornflour,60g/2�oz,,FALSO,,,,,,
45046,3465,ground almonds,30g/1oz,,FALSO,,,,,,
45047,3465,butter,250g/9oz,"cut into cubes, plus extra for greasing",FALSO,,,,,,
45048,3465,almond essence,2 drops,,FALSO,,,,,,
45049,3465,lemon curd,75g/3oz,,FALSO,,,,,,
45050,3465,icing sugar,,for dusting,FALSO,,,,,,
45051,3466,oil,,for greasing,FALSO,,,,,,
45052,3466,butter,100g/3�oz,cubed,FALSO,,,,,,
45053,3466,golden syrup,100g/3�oz,,FALSO,,,,,,
45054,3466,seeds,50g/1�oz mixed,"such as pumpkin, sunflower, linseed and sesame",FALSO,,,,,,
45055,3466,cranberries,50g/1�oz dried,,FALSO,,,,,,
45056,3466,raisins,50g/1�oz,,FALSO,,,,,,
45057,3466,dried apricots,50g/1�oz,cut into sixths,FALSO,,,,,,
45058,3466,oats,250g/9oz jumbo porridge," (gluten-free, if required)",FALSO,,,,,,
45059,3466,egg,1 large free-range,beaten,FALSO,,,,,,
45060,3467,banana,1 ripe, (peeled weight 100g/4oz),FALSO,,,,,,
45061,3467,milk,1 tbsp,,FALSO,,,,,,
45062,3467,butter,50g/2oz soft, or baking spread,FALSO,,,,,,
45063,3467,plain flour,75g/3oz,,FALSO,,,,,,
45064,3467,caster sugar,75g/3oz,,FALSO,,,,,,
45065,3467,bicarbonate of soda,� tsp,,FALSO,,,,,,
45066,3467,baking powder,� tsp,,FALSO,,,,,,
45067,3467,egg,1 free-range,,FALSO,,,,,,
45068,3467,dark chocolate,50g/2oz, chips,FALSO,,,,,,
45069,3467,dark chocolate,50g/2oz,,FALSO,,,,,,
45070,3468,caster sugar,100g/3�oz,,FALSO,,,,,,
45071,3468,butter,200g/7oz,softened,FALSO,,,,,,
45072,3468,plain flour,300g/10�oz,,FALSO,,,,,,
45073,3468,chocolate,50g/1�oz," (milk, white or dark), chopped into small pieces (or",FALSO,,,,,,
45074,3469,pollock,1.2kg/2lb11oz," fillet, skinned and pin boned",FALSO,,,,,,
45075,3469,sea salt,,,VERDADEIRO,,,,,,
45076,3469,shallots,2 banana,finely chopped,FALSO,,,,,,
45077,3469,white peppercorns,10 ,,VERDADEIRO,,,,,,
45078,3469,thyme,5 sprigs fresh,,FALSO,,,,,,
45079,3469,white wine,100ml/3�fl oz,,FALSO,,,,,,
45080,3469,white wine vinegar,100ml/3�fl oz,,FALSO,,,,,,
45081,3469,double cream,50ml/2fl oz,,FALSO,,,,,,
45082,3469,butter,200g/7oz cold,diced,FALSO,,,,,,
45083,3469,radishes,10,cut in half lengthways with the tops still on,FALSO,,,,,,
45084,3469,mushrooms,200g/7oz girolles,,FALSO,,,,,,
45085,3469,water,50ml/2fl oz,,VERDADEIRO,,,,,,
45086,3469,borage,12," flowers, for garnish",FALSO,,,,,,
45087,3469,lardo,8 thin slices,,VERDADEIRO,,,,,,
45088,3470,vegetable oil,1 tbsp,,FALSO,,,,,,
45089,3470,onion,1,sliced,FALSO,,,,,,
45090,3470,potatoes,225g/8oz,cubed,FALSO,,,,,,
45091,3470,leeks,2 medium,sliced,FALSO,,,,,,
45092,3470,vegetable stock,1.2 litres/2 pints,,FALSO,,,,,,
45093,3470,cr�me fra�che,150ml/5fl oz double cream or,,FALSO,,,,,,
45094,3470,salt,,,VERDADEIRO,,,,,,
45095,3471,butter,125g/4oz," or margarine, softened",FALSO,,,,,,
45096,3471,caster sugar,125g/4oz,,FALSO,,,,,,
45097,3471,eggs,2 medium free-range,,FALSO,,,,,,
45098,3471,flour,125g/4oz self raising,,FALSO,,,,,,
