id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
2697,Eggs royale,"Eggs royale is similar to Eggs Benedict or florentine but uses smoked salmon instead of ham or spinach. Using cold butter rather than warm, melted butter means the sauce takes a few extra minutes to come together, but there�s far less risk of it splitting � worth the time we think.",https://www.bbc.co.uk/food/recipes/eggs_royale_86310,"quick, boxing day, christmas, mother's day, new year and hogmanay, egg, nut free",Recipe,,,Person,Sarah Cook,0.00:30:00,0.00:30:00,Brunch,,Serves 2,,[],FALSO
2698,Easy lemon drizzle cake,This wonderfully simple lemon drizzle cake recipe is super-quick to prepare and perfect for weekend baking with the kids.,https://www.bbc.co.uk/food/recipes/easy_lemon_drizzle_cake_78533,"lazy day cakes, all in one cakes, baking with children, birthday cake, delightful drizzle cakes, easy cake, the best cake, how to make cakes, �i can�t believe they�re so cheap� cakes and bakes , easy cakes for mother�s day, retro baking, the best lemon cake, using up older fruits, ve day baking, easter, father's day, mother's day, recipes for kids, spring recipes , lemon cake, lemon, nut free, pregnancy friendly, vegetarian",Recipe,74,4.2973E+15,Person,Becca Spry,0.00:30:00,0.01:00:00,Cakes and baking,British,Serves 8�10,,['http://schema.org/VegetarianDiet'],FALSO
2699,Healthy banana bread ,"It�s moist, it�s rich, it�s healthy banana bread! This recipe uses less refined sugar than other versions, and has a fibre boost from the wholemeal flour.",https://www.bbc.co.uk/food/recipes/healthier_banana_bread_15565,"afternoon tea, mother's day, picnic, banana bread, banana, pregnancy friendly, vegetarian",Recipe,,,Person,Annie Rigg,0.00:30:00,0.01:00:00,Cakes and baking,,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
2700,Banana bread,"This is an easy banana bread recipe that gives perfect results every time. Be sure to use really ripe bananas - the blacker the better.

Each serving provides 334 kcal, 5g protein, 53g carbohydrates (of which 30g sugars), 11g fat (of which 6.5g saturates), 2g fibre and 0.8g salt.",https://www.bbc.co.uk/food/recipes/bananabread_85720,"lazy day cakes, bake sale ideas, baking with children, banana dessert, big night in banana bread challenge, breakfasts on the go, easy cake, easy picnic bakes, family picnic, the best cake, �i can�t believe they�re so cheap� cakes and bakes , easy cakes for mother�s day, easy cakes for mother�s day, using up bananas, afternoon tea, father's day, mother's day, winter, banana bread, banana, nut free, pregnancy friendly, vegetarian, A Taste of My Life",Recipe,356,4.59831E+15,Organization,BBC Food,0.00:30:00,0.01:00:00,Cakes and baking,American,Serves 10,"{'calories': '334kcal', 'carbohydrateContent': '53g', 'fatContent': '11g', 'fiberContent': '2g', 'proteinContent': '5g', 'saturatedFatContent': '6.5g', 'sugarContent': '30g'}",['http://schema.org/VegetarianDiet'],FALSO
2701,Cherry loaf cake,"An easy cherry loaf cake that's moist and tender with ground almonds that just needs a cup of tea. Remember to coat the cherries in a little flour so they don't all sink to the bottom of the cake. 
",https://www.bbc.co.uk/food/recipes/cherry_and_almond_loaf_13839,"all in one cakes, easy picnic bakes, family picnic, easy cakes for mother�s day, afternoon tea, father's day, mother's day, loaf cake, glac� cherries, pregnancy friendly, vegetarian",Recipe,23,4.65217E+16,Person,Annie Rigg,0.00:30:00,0.01:00:00,Cakes and baking,,Serves 8-10,,['http://schema.org/VegetarianDiet'],FALSO
2702,Baked aloo gobi with flatbreads,This vegetarian whole-baked cauliflower and potato curry can also be made suitable for vegans. ,https://www.bbc.co.uk/food/recipes/baked_aloo_gobi_with_32681,"veggie curry feast, christmas eve, clever cauliflower, indian family feasts, vegan christmas dinner, vegan curry, vegan food for winter, vegan indian, vegan valentine's day, vibrant vegan dishes, winter vegetarian meals, baisakhi, christmas, dinner party, diwali, eid al-fitr, father's day, mother's day, veganuary, vegetable curry, cauliflower, dairy free, egg free, pregnancy friendly, vegan, vegetarian, Saturday Kitchen Best Bites",Recipe,25,452,Person,Anna Jones,0.00:30:00,0.02:00:00,Main course,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2703,Strawberry shortcake cupcakes ,Nadiya's gorgeous strawberry shortbread cupcakes have a double surprise inside! Cut them open to reveal a whole strawberry and a crisp biscuit base. Perfect for picnics and parties. ,https://www.bbc.co.uk/food/recipes/strawberry_shortcake_91461,"quick, brilliant baking twists, creative cupcakes, strawberries and cream, wimbledon nibbles, afternoon tea, mother's day, picnic, cupcakes, strawberry, nut free, pregnancy friendly, vegetarian, spring, summer, Nadiya Bakes",Recipe,11,4.36364E+15,Person,Nadiya Hussain,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 12,,['http://schema.org/VegetarianDiet'],FALSO
2704,Lemon posset tart with raspberries,"Mary Berry's creamy lemon tart is so simple to make. The filling is not baked, just set in the fridge. It can be made up to a day ahead. This is quite a deep tart so make sure you use a deep tin, such as a loose-bottomed 20cm/8in quiche tin or deep sandwich tin.",https://www.bbc.co.uk/food/recipes/lemon_posset_tart_with_94633,"decadent dessert, instagram, make-ahead summer desserts, autumn, dinner party, mother's day, summer dinner, tarts, lemon, nut free, pregnancy friendly, vegetarian, summer, autumn, Mary Berry's Simple Comforts",Recipe,6,4.33333E+15,Person,Mary Berry,0.02:00:00,0.00:30:00,Desserts,,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
2705,Mary's chocolate cake,Chocolate cake meets Victoria sponge in Mary's easiest ever chocolate cake recipe filled with cream and jam. ,https://www.bbc.co.uk/food/recipes/definitivechocolatec_72226,"quick, 9 easter cakes you have to make, the best chocolate cakes, baking with children, birthday cake, easter baking, easy cake, easy easter baking, how to make cakes, �i can�t believe they�re so cheap� cakes and bakes , learning the basics for kids, mary berry's easter, mary berry's easy cakes, easy cakes for mother�s day, afternoon tea, birthday party, easter, father's day, mother's day, chocolate cake, cocoa powder, nut free, pregnancy friendly, vegetarian, Saturday Kitchen",Recipe,60,4.11667E+15,Person,Mary Berry,0.00:30:00,0.00:30:00,Cakes and baking,British,Serves 8�10,,['http://schema.org/VegetarianDiet'],FALSO
2706,Blueberry and lavender scone pizza ,This scone �pizza� is a brilliant sharing platter that�s perfect for tea parties. Mixing the jam through the cream saves arguments too! ,https://www.bbc.co.uk/food/recipes/blueberry_and_lavender_17114,"quick, brilliant baking twists, instagram, afternoon tea, mother's day, scones, blueberry, egg free, nut free, pregnancy friendly, vegetarian, Nadiya Bakes",Recipe,3,5,Person,Nadiya Hussain,0.00:30:00,0.00:30:00,Cakes and baking,,Serves 12,,['http://schema.org/VegetarianDiet'],FALSO
2707,Mini onion bhajis,These mini onion bhajis are quick to make and such a treat fresh from the pan. Try them as a snack or alongside a curry. Any extras can be frozen and reheated in the oven.,https://www.bbc.co.uk/food/recipes/onion_bhajis_60658,"quick, cooking from scratch: curries, movie night snacks, the big night in, baisakhi, diwali, eid al-fitr, bhaji, red onion, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian, Best Home Cook",Recipe,3,4.66667E+15,Person,Robin Watkinson,0.00:30:00,0.00:10:00,Starters & nibbles,Indian,Makes 12,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2708,Onion bhaji,"Homemade onion bhajis are well worth the effort, they're great as a starter for an Indian feast.",https://www.bbc.co.uk/food/recipes/onionbhaji_85976,"quick, veggie curry feast, diwali snacks, indian family feasts, indian thali, vegetarian christmas canap�s, diwali, bhaji, onion, dairy free, nut free, pregnancy friendly, vegetarian, A Taste of My Life",Recipe,25,292,Organization,BBC Food,0.00:30:00,0.00:10:00,Starters & nibbles,Indian,Serves 4-6,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
2709,Carrot and parsnip bhajis with coriander and chilli chutney,"I am an over-zealous carrot buyer. I buy far more than I need. Week in, week out, I never learn. So I�ve devised a few recipes for using up my root veg at the end of the week in ways that aren�t carrot cakes. Here I fry my carrots instead.",https://www.bbc.co.uk/food/recipes/curry_carrot_and_parsnip_33941,"quick, easy roots, clever combinations, crazy for carrots, dirty snacks , diwali snacks, indian family feasts, indian vegetarian, recipes for eid al-adha, recipes for iftar, up your veg game, baisakhi, diwali, eid al-fitr, bhaji, carrot, dairy free, gluten free, nut free, pregnancy friendly, vegetarian, Nadiya's British Food Adventure",Recipe,9,5,Person,Nadiya Hussain,0.00:30:00,0.00:30:00,Light meals & snacks,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2710,Quick chicken biryani,"A family favourite, this easy chicken biryani is not too spicy and easy to make for a comforting weeknight supper.",https://www.bbc.co.uk/food/recipes/chickenbiriyani_89035,"easy rice, recipes for iftar, baisakhi, diwali, easy family dinners, eid al-fitr, biryani, basmati rice, chicken breast, egg free, gluten free, nut free, pregnancy friendly, A Taste of My Life",Recipe,19,3.52632E+15,Organization,BBC Food,0.01:00:00,0.01:00:00,Main course,Indian,Serves 4,,['http://schema.org/GlutenFreeDiet'],FALSO
2711,Easy lentil curry,"This tasty vegetarian curry is on the table in 15 minutes, perfect for a speedy weekday supper. Most of the ingredients are from the storecupboard too. ",https://www.bbc.co.uk/food/recipes/lentilcurry_83629,"quick, easy veggie curry, baisakhi, diwali, eid al-fitr, student food, vegetable curry, lentils, egg free, nut free, pregnancy friendly, vegetarian, Ready Steady Cook",Recipe,18,4.61111E+15,Person,Nick Nairn,0.00:30:00,0.00:30:00,Main course,Indian,Serves 1,,['http://schema.org/VegetarianDiet'],FALSO
2712,Baked aloo gobi with flatbreads,This vegetarian whole-baked cauliflower and potato curry can also be made suitable for vegans. ,https://www.bbc.co.uk/food/recipes/baked_aloo_gobi_with_32681,"veggie curry feast, christmas eve, clever cauliflower, indian family feasts, vegan christmas dinner, vegan curry, vegan food for winter, vegan indian, vegan valentine's day, vibrant vegan dishes, winter vegetarian meals, baisakhi, christmas, dinner party, diwali, eid al-fitr, father's day, mother's day, veganuary, vegetable curry, cauliflower, dairy free, egg free, pregnancy friendly, vegan, vegetarian, Saturday Kitchen Best Bites",Recipe,25,452,Person,Anna Jones,0.00:30:00,0.02:00:00,Main course,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2713,Saag aloo,"Traditional Punjabi cooking includes many vegetarian dishes. Saag aloo is made with saag (a variety of greens, including mustard greens), potatoes and spices. This vegan recipe uses frozen spinach: it could also be called palak aloo (palak meaning spinach). It makes a simple and inexpensive midweek meal, served with a bowl of dal and some chapatis or rice.",https://www.bbc.co.uk/food/recipes/saag_aloo_32582,"quick, using frozen ingredients, baisakhi, diwali, easy family dinners, student food, veganuary, vegetable curry, spinach, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian",Recipe,2,5,Person,Maunika Gowardhan,0.00:30:00,0.00:30:00,Main course,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2714,Matar paneer,Matar paneer is a classic vegetarian curry of Indian cheese and peas cooked in a tomato-based sauce. Frying the cheese until golden makes a big difference to the flavour and texture of the curry so don't be tempted to skip that step.,https://www.bbc.co.uk/food/recipes/mattar_paneer_38293,"cooking from scratch: curries, baisakhi, vegetable curry, paneer, peas, egg free, nut free, pregnancy friendly, vegetarian, Best Home Cook",Recipe,6,45,Person,Sarah Woods,0.00:30:00,0.01:00:00,Main course,Indian,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
2715,Anda paratha,This makes a great late evening snack or brunch dish with a kick! Make a batch and reheat for a quick early morning snack. ,https://www.bbc.co.uk/food/recipes/anda_paratha_62344,"quick, flatbread dinner, indian breads, recipes for suhoor, baisakhi, eid al-fitr, paratha, egg, nut free, pregnancy friendly, vegetarian",Recipe,6,45,Person,Sumayya Usmani,0.00:30:00,0.00:30:00,Light meals & snacks,Pakistani,Makes 6,,['http://schema.org/VegetarianDiet'],FALSO
2716,Pilau rice,"Pilau rice is the perfect accompaniment to our <a href=""http://www.bbc.co.uk/food/recipes/crunchy_palak_paneer_42857"">crunchy palak paneer</a>. Freshly ground spices add so much flavour, so get out the pestle and mortar!",https://www.bbc.co.uk/food/recipes/pilau_rice_81725,"quick, cooking from scratch: curries, easy rice, indian family feasts, indian thali, recipes for eid al-adha, recipes for iftar, turmeric in everything, baisakhi, dinner party, diwali, eid al-fitr, pilaf, basmati rice, egg free, pregnancy friendly, vegetarian, The Hairy Bikers' Comfort Food",Recipe,22,4.77273E+16,Person,The Hairy Bikers,0.00:30:00,0.00:30:00,Side dishes,Indian,Serves 4-6,,['http://schema.org/VegetarianDiet'],FALSO
2717,Tarka dal,"Cheap, delicious and healthy � tarka dal is the perfect comfort food supper.

Each serving provides 650 kcal, 30g protein, 77g carbohydrates (of which 9g sugars), 21.5g fat (of which 2g saturates), 14g fibre and 0.7g salt.
",https://www.bbc.co.uk/food/recipes/tarkadal_90055,"10 recipes every student should know, delicious dal, vegan carbohydrates, eat a large lunch, food to eat when you are sick, indian thali, perfect pulses, vegan and gluten-free, vegan indian, vegan protein, autumn, baisakhi, diwali, eid al-fitr, veganuary, dal, dairy free, egg free, gluten free, nut free, pregnancy friendly, vegan, vegetarian, Indian Food Made Easy",Recipe,75,4.69333E+15,Person,Anjum Anand,0.00:30:00,0.02:00:00,Main course,Indian,Serves 2,"{'calories': '650kcal', 'carbohydrateContent': '77g', 'fatContent': '21.5g', 'fiberContent': '14g', 'proteinContent': '30g', 'saturatedFatContent': '2g', 'sugarContent': '9g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2718,Aloo gobi ,"This classic cauliflower and potato curry dish is simple and quick to make, but full of complex, spicy flavours. Serve with chapatis or parathas.
",https://www.bbc.co.uk/food/recipes/aloo_gobi_41709,"summery vegan, baisakhi, diwali, student food, vegetable curry, cauliflower, egg free, nut free, pregnancy friendly, vegetarian, Best Home Cook",Recipe,8,4375,Person,Sarah Woods,0.00:30:00,0.01:00:00,Main course,Indian,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
2719,Nadiya's dal ,"Nadiya's dal makes a luxury out of everyday ingredients. The garlic, chilli and spice tarka is an absolute must.",https://www.bbc.co.uk/food/recipes/nadiyas_dhal_45569,"cheap vegan dinners, dairy and gluten-free, delicious dal, easy veggie suppers , flask lunch ideas, full of beans , healthy vegan, healthy vegetarian, 10 recipes everyone should know, indian vegetarian, nadiya, recipes for eid al-adha, veg-packed comfort food, spice up humble ingredients, vegan and gluten-free, vegan curry, vegan food for winter, veggie meals, vibrant vegan dishes, autumn, baisakhi, eid al-fitr, healthy diet plans, student food, veganuary, dal, split peas, dairy free, egg free, gluten free, healthy, nut free, pregnancy friendly, vegan, vegetarian, The Chronicles of Nadiya",Recipe,18,4.66667E+15,Person,Nadiya Hussain,0.12:00:00,0.01:00:00,Main course,,Serves 6-8,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2720,Kashmiri biryani ,"A melting pot of tender meat, rice, dried fruits and Kashmiri spices - great for treating special guests to a feast.",https://www.bbc.co.uk/food/recipes/kashmiri_biryani_14589,"recipes for eid al-adha, baisakhi, diwali, eid al-fitr, biryani, mutton, basmati rice, egg free, gluten free, pregnancy friendly, Saturday Kitchen Best Bites",Recipe,16,44375,Person,Vivek Singh,0.12:00:00,0.02:00:00,Main course,Indian,Serves 6�8,,['http://schema.org/GlutenFreeDiet'],FALSO
2721,Saag paneer,This saag paneer recipe is so tasty and very easy to make. It's widely eaten across India but this version hails from Punjab. ,https://www.bbc.co.uk/food/recipes/spinach_paneer_41837,"veggie curry feast, cooking from scratch: curries, indian family feasts, indian vegetarian, recipes for iftar, veggie fast food , baisakhi, eid al-fitr, vegetable curry, paneer, egg free, gluten free, nut free, pregnancy friendly, vegetarian, Recipes That Made Me",Recipe,17,4.41176E+15,Person,Baksho Ark ,0.00:30:00,0.01:00:00,Main course,Indian,Serves 4,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2722,Vegan chickpea curry,"Vegan, healthy and cheap: this tasty chickpea curry is perfect for a weekday dinner.

Each serving provides 246kcal, 10g protein, 26g carbohydrate (of which 6g sugars),	9g fat (of which 1g saturates), 9g fibre and	0.5g salt.",https://www.bbc.co.uk/food/recipes/chickpeacurry_2213,"quick, 10 recipes every student should know, budget dinners, cheap 30-minute meals for two , easy curry, easy vegan, easy veggie curry, easy veggie suppers , simplest ever suppers, vegan curry, vegan lunchbox, baisakhi, eid al-fitr, student food, veganuary, vegetable curry, chickpea, dairy free, egg free, healthy, nut free, pregnancy friendly, vegan, vegetarian",Recipe,23,4.56522E+15,Person,Manju Malhi,0.00:30:00,0.00:30:00,Main course,Indian,Serves 2,"{'calories': '246kcal', 'carbohydrateContent': '26g', 'fatContent': '9g', 'fiberContent': '9g', 'proteinContent': '10g', 'saturatedFatContent': '1g', 'sugarContent': '6g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2723,Aloo gobi and jeera rice,"This hearty cauliflower and potato curry is one of the most common vegetable curries you will find in India. Serve with spiced jeera rice for a cheap, filling and vegan midweek meal. ",https://www.bbc.co.uk/food/recipes/aloo_gobi_and_jeera_rice_60396,"quick, veggie curry feast, easy veggie curry, everyday vegan, indian family feasts, indian vegetarian, quick vegan, vegan and gluten-free, vegan food for winter, vegan indian, vegan meals in 30 minutes, veggie crowd pleasers, veggie favourites, autumn, baisakhi, diwali, easy family dinners, eid al-fitr, student food, veganuary, winter, vegetable curry, cauliflower, dairy free, egg free, gluten free, nut free, pregnancy friendly, vegan, vegetarian, Family Cooking Showdown",Recipe,12,5,Person,The Gangotra Family,0.00:30:00,0.00:30:00,Main course,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2724,Punjabi samosas,"Vivek Singh's authentic meat samosa recipe uses homemade samosa pastry studded with spices and a delicious lamb filling. 

You can also serve this with Vivek's <a href=""https://www.bbc.co.uk/food/recipes/green_coriander_chutney_18852"">green coriander chutney</a>.",https://www.bbc.co.uk/food/recipes/punjabi_samosas_52840,"baisakhi, samosa, lamb mince, egg free, pregnancy friendly, Saturday Kitchen Best Bites",Recipe,3,4.66667E+15,Person,Vivek Singh,0.02:00:00,0.01:00:00,Side dishes,Indian,Makes 24 samosas,,[],FALSO
2725,Vegetable biryani ,"Richly flavoured with saffron and spices, this fragrant rice dish makes a luxurious vegetarian main dish � or serve other vegetable dishes alongside for an Indian-style feast.

Each serving provides 684kcal, 23g protein, 114g carbohydrate (of which 16g sugars), 12g fat (of which 5g saturates), 14g fibre and 0.3g salt.",https://www.bbc.co.uk/food/recipes/vegetable_biryani_50072,"eat the rainbow, fresh vegetarian, gluten-free meals, quick rice, veggie favourites, baisakhi, diwali, eid al-fitr, student food, biryani, basmati rice, egg free, gluten free, healthy, nut free, pregnancy friendly, vegetarian",Recipe,15,44,Person,Sunil Vijayakar,0.00:30:00,0.01:00:00,Main course,Indian,Serves 4,"{'calories': '684kcal', 'carbohydrateContent': '114g', 'fatContent': '12g', 'fiberContent': '14g', 'proteinContent': '23g', 'saturatedFatContent': '5g', 'sugarContent': '16g'}","['http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
2726,Whole eggs in coconut masala (egg molee),"This is a nice, simple vegetarian egg curry with a delicate coconut masala. The whole eggs are fried first then finished off in the curry. 

",https://www.bbc.co.uk/food/recipes/whole_eggs_in_coconut_23624,"quick, veggie curry feast, creamy curries , easy egg suppers, indian family feasts, indian vegetarian, protein-packed vegetarian dinners, quick curry, quick vegetarian, rick stein�s vegetarian, turmeric in everything, baisakhi, diwali, curry, egg, dairy free, gluten free, pregnancy friendly, vegetarian, Rick Stein's India",Recipe,14,4.92857E+15,Person,Rick Stein,0.00:30:00,0.00:30:00,Main course,Indian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2727,Mini onion bhajis,These mini onion bhajis are quick to make and such a treat fresh from the pan. Try them as a snack or alongside a curry. Any extras can be frozen and reheated in the oven.,https://www.bbc.co.uk/food/recipes/onion_bhajis_60658,"quick, cooking from scratch: curries, movie night snacks, the big night in, baisakhi, diwali, eid al-fitr, bhaji, red onion, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian, Best Home Cook",Recipe,3,4.66667E+15,Person,Robin Watkinson,0.00:30:00,0.00:10:00,Starters & nibbles,Indian,Makes 12,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2728,Keralan chicken curry,A creamy South Indian coconut chicken curry recipe that's packed with flavour and served with zingy rice for freshness. ,https://www.bbc.co.uk/food/recipes/keralan_kozhi_kuttan_64529,"best curry, creamy curries , recipes for eid al-adha, autumn, baisakhi, eid al-fitr, father's day, mother's day, chicken curry, chicken leg, egg free, gluten free, nut free, pregnancy friendly, Saturday Kitchen",Recipe,20,5,Person,Maunika Gowardhan,0.02:00:00,0.01:00:00,Main course,Indian,Serves 4,,['http://schema.org/GlutenFreeDiet'],FALSO
2729,Potato and pea curry,"Aloo dum is a potato and pea curry which is possibly the most common vegetable curry in India. It�s almost like chips with everything here, aloo dum with everything there. It�s either easy to make or hard, depending on what you want to do with it. If I was describing it to somebody I�d just say boil potatoes, fry them with garam masala, add some tomato, chilli, turmeric and salt and it�s done; then, if you like, throw in frozen peas just before the end.

This meal, if served as 8 portions, provides 223kcal, 4g protein, 28g carbohydrate (of which 4g sugars), 10g fat (of which 1.5g saturates), 4g fibre and 0.4g salt per portion.",https://www.bbc.co.uk/food/recipes/potato_and_pea_curry_19537,"veggie curry feast, budget curry, indian family feasts, indian vegetarian, rick stein�s vegetarian, spice up humble ingredients, vegan and gluten-free, vegan indian, veggie family favourites, baisakhi, diwali, eid al-fitr, father's day, veganuary, winter, vegetable curry, potato, peas, dairy free, egg free, gluten free, healthy, nut free, pregnancy friendly, vegan, vegetarian, Rick Stein's India",Recipe,30,47,Person,Rick Stein,0.00:30:00,0.01:00:00,Main course,Indian,Serves 6-8,"{'calories': '223kcal', 'carbohydrateContent': '28g', 'fatContent': '10g', 'fiberContent': '4g', 'proteinContent': '4g', 'saturatedFatContent': '1.5g', 'sugarContent': '4g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2730,Tandoori lamb wrap,These wraps are the perfect grab-and-go meal. You can also use seasoned yoghurt and some fresh chopped coriander and mint instead of the chutney.,https://www.bbc.co.uk/food/recipes/tandoorilambwrap_86564,"al fresco easter, healthy barbecue, mouth-watering marinades, quick lamb, recipes for iftar, street food, tasty tandoori, tv dinners, wrap it up, baisakhi, barbecue, wraps, lamb, egg free, nut free, pregnancy friendly, Indian Food Made Easy",Recipe,1,5,Person,Anjum Anand,0.12:00:00,0.00:10:00,Light meals & snacks,Indian,Serves 5,,[],FALSO
2731,Poha potatoes,"This is a simple, spicy Indian lunch or brunch made with rice and potatoes. Perfect as a side dish with curry, too.",https://www.bbc.co.uk/food/recipes/flattened_rice_with_poha_64857,"quick, indian vegetarian, recipes for eid al-adha, recipes for iftar, vegan curry, baisakhi, diwali, eid al-fitr, veganuary, waxy potato, dairy free, egg free, gluten free, nut free, pregnancy friendly, vegan, vegetarian, Saturday Kitchen Best Bites",Recipe,,,Person,Madhur Jaffrey,0.00:30:00,0.00:30:00,Light meals & snacks,Indian,Serves 2,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2732,Tandoori chicken skewers,"These easy spiced tandoori-style chicken mini skewers make great party food, and are so simple to put together.

For this recipe you will need 15 x 15cm/6in bamboo skewers.",https://www.bbc.co.uk/food/recipes/tandoori_chicken_party_86717,"quick, canap�s and cocktails, christmas for over 6, easy christmas, easy christmas for over 6, easy healthy christmas, easy, healthy christmas for over 6, healthy christmas recipes , christmas party food, tasty tandoori, ways with chicken thighs, baisakhi, christmas, canap�s, chicken thigh, egg free, pregnancy friendly, Eat Well for Less?",Recipe,3,5,Person,Emily Angle,0.00:30:00,0.00:30:00,Starters & nibbles,Indian,Makes 15 skewers,,[],FALSO
2733,Paneer jalfrezi,"According to a poll featured in the British Curry Club�s in-house magazine, the jalfrezi is now the most popular choice in Britain�s Indian restaurants. In many Indian restaurants, however, they list �jalfrezi�, �rogan josh�, �dopiaza�, and then simply change the main ingredient from mutton to chicken to vegetable, so you get the impression it�s always the same sauce. This paneer curry recipe is perfect for its main ingredient. 

This meal, if served as four portions, provides 258kcal, 16g protein, 13g carbohydrate (of which 11.5g sugars), 15g fat (of which 5g saturates), 4g fibre and 1.3g salt per portion.",https://www.bbc.co.uk/food/recipes/vegetarian_curry_with_66421,"quick, easy veggie curry, easy veggie curry, indian vegetarian, everyday vegetarian, rick stein�s vegetarian, takeaway favourites, baisakhi, diwali, easy family dinners, eid al-fitr, father's day, vegetable curry, paneer, egg free, gluten free, healthy, nut free, pregnancy friendly, vegetarian, Rick Stein's India",Recipe,13,4.92308E+15,Person,Rick Stein,0.00:30:00,0.00:30:00,Main course,Indian,Serves 2-4,"{'calories': '258kcal', 'carbohydrateContent': '13g', 'fatContent': '15g', 'fiberContent': '4g', 'proteinContent': '16g', 'saturatedFatContent': '5g', 'sugarContent': '11.5g'}","['http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
2734,Chocolate hot cross bun pudding,This recipe could not be any more Easter if it tried! What a way to use up hot cross buns and Easter eggs! ,https://www.bbc.co.uk/food/recipes/chocolate_hot_cross_bun_89791,"easter desserts, easter, bread and butter pudding, hot cross buns, milk chocolate, nut free, pregnancy friendly, Saturday Kitchen",Recipe,2,35,Person,Donal Skehan,0.00:30:00,0.01:00:00,Desserts,,Serves 6,,[],FALSO
2735,Rhubarb and apple Easter torta,"This easy gluten-free rhubarb and apple torta is the perfect pudding for an Easter celebration. 

For this recipe you will need a 25cm/10in wide and 8cm/4in high baking dish.",https://www.bbc.co.uk/food/recipes/rhubarbandappleeaste_82721,"8 ways with rhubarb, british summer fruit, easter desserts, italian easter menu, easter, easy family dinners, mother's day, spring recipes , winter, fruit tart, rhubarb, apple, gluten free, pregnancy friendly, vegetarian, Saturday Kitchen",Recipe,5,4,Person,Gino D'Acampo,0.00:30:00,0.01:00:00,Desserts,Italian,Serves 6,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
